"Question","Cypher"
"Tôi cần mua nhà 4 tầng ở Cầu Giấy gần công viên để tiện đi dạo","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 4 tầng ở Cầu Giấy gần khu công viên nhiều cây xanh","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 4 tầng khu Cầu Giấy có vị trí gần công viên để tiện sinh hoạt","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cho tôi xem nhà 4 tầng Cầu Giấy gần công viên không khí thoáng mát","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 4 tầng ở cầu giấy gần công viên","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà nào tại Cầu Giấy gần trường Đại học Quốc gia Hà Nội không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cầu Giấy có nhà nào gần Đại học Quốc gia không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà ở Cầu Giấy vị trí thuận tiện gần trường Đại học Quốc gia.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tôi cần nhà ở khu vực Cầu Giấy gần trường Đại học Quốc gia.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà ở cầu giấy gần đại học quốc gia","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà gần đại học quốc gia","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District)-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học quốc gia""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà gần đại học sư phạm","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District)-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""đại học sư phạm""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà 3 phòng ngủ nào ở Hai Bà Trưng gần bệnh viện 108 không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE (
    toLower(design.name) CONTAINS ""3 phòng ngủ"" OR
    toLower(design.name) CONTAINS ""ba phòng ngủ""
  )
  AND toLower(fac.name) CONTAINS ""viện 108""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name))AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm giúp tôi nhà tại quận Hai Bà Trưng 3 phòng ngủ vị trí gần Viện 108.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE (
    toLower(design.name) CONTAINS ""3 phòng ngủ"" OR
    toLower(design.name) CONTAINS ""ba phòng ngủ""
  )
  AND toLower(fac.name) CONTAINS ""viện 108""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name))AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
